Dataset,Feature_Noise,Label_Noise,Model,k,weights,max_depth,min_samples_split,C,max_iter,Train Acc,Test Acc
titanic_pca,10%,5%,DecisionTree-gini,,,,2.0,,,0.9777777777777777,0.6946902654867256
titanic_pca,10%,5%,DecisionTree-entropy,,,,2.0,,,0.9777777777777777,0.7256637168141593
titanic_pca,10%,5%,DecisionTree-gini,,,,5.0,,,0.95,0.6991150442477876
titanic_pca,10%,5%,DecisionTree-entropy,,,,5.0,,,0.9566666666666667,0.6858407079646017
titanic_pca,10%,5%,DecisionTree-gini,,,,10.0,,,0.9188888888888889,0.6946902654867256
titanic_pca,10%,5%,DecisionTree-entropy,,,,10.0,,,0.9177777777777778,0.6991150442477876
titanic_pca,10%,5%,DecisionTree-gini,,,,20.0,,,0.8833333333333333,0.7123893805309734
titanic_pca,10%,5%,DecisionTree-entropy,,,,20.0,,,0.8722222222222222,0.7079646017699115
titanic_pca,10%,5%,LogisticRegression-l2,,,,,0.001,100.0,0.6066666666666667,0.6017699115044248
titanic_pca,10%,5%,LogisticRegression-l1,,,,,0.001,100.0,0.5811111111111111,0.5796460176991151
titanic_pca,10%,5%,LogisticRegression-l2,,,,,0.001,200.0,0.6066666666666667,0.6017699115044248
titanic_pca,10%,5%,LogisticRegression-l1,,,,,0.001,200.0,0.5811111111111111,0.5796460176991151
titanic_pca,10%,5%,LogisticRegression-l2,,,,,0.001,500.0,0.6066666666666667,0.6017699115044248
titanic_pca,10%,5%,LogisticRegression-l1,,,,,0.001,500.0,0.5811111111111111,0.5796460176991151
titanic_pca,10%,5%,LogisticRegression-l2,,,,,0.001,1000.0,0.6066666666666667,0.6017699115044248
titanic_pca,10%,5%,LogisticRegression-l1,,,,,0.001,1000.0,0.5811111111111111,0.5796460176991151
titanic_pca,10%,5%,LogisticRegression-l2,,,,,0.01,100.0,0.75,0.6946902654867256
titanic_pca,10%,5%,LogisticRegression-l1,,,,,0.01,100.0,0.7366666666666667,0.6946902654867256
titanic_pca,10%,5%,LogisticRegression-l2,,,,,0.01,200.0,0.75,0.6946902654867256
titanic_pca,10%,5%,LogisticRegression-l1,,,,,0.01,200.0,0.7366666666666667,0.6946902654867256
titanic_pca,10%,5%,LogisticRegression-l2,,,,,0.01,500.0,0.75,0.6946902654867256
titanic_pca,10%,5%,LogisticRegression-l1,,,,,0.01,500.0,0.7366666666666667,0.6946902654867256
titanic_pca,10%,5%,LogisticRegression-l2,,,,,0.01,1000.0,0.75,0.6946902654867256
titanic_pca,10%,5%,LogisticRegression-l1,,,,,0.01,1000.0,0.7366666666666667,0.6946902654867256
titanic_pca,10%,5%,LogisticRegression-l2,,,,,0.1,100.0,0.7511111111111111,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l1,,,,,0.1,100.0,0.7566666666666667,0.6902654867256637
titanic_pca,10%,5%,LogisticRegression-l2,,,,,0.1,200.0,0.7511111111111111,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l1,,,,,0.1,200.0,0.7566666666666667,0.6902654867256637
titanic_pca,10%,5%,LogisticRegression-l2,,,,,0.1,500.0,0.7511111111111111,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l1,,,,,0.1,500.0,0.7566666666666667,0.6902654867256637
titanic_pca,10%,5%,LogisticRegression-l2,,,,,0.1,1000.0,0.7511111111111111,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l1,,,,,0.1,1000.0,0.7566666666666667,0.6902654867256637
titanic_pca,10%,5%,LogisticRegression-l2,,,,,1.0,100.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l1,,,,,1.0,100.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l2,,,,,1.0,200.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l1,,,,,1.0,200.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l2,,,,,1.0,500.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l1,,,,,1.0,500.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l2,,,,,1.0,1000.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l1,,,,,1.0,1000.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l2,,,,,10.0,100.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l1,,,,,10.0,100.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l2,,,,,10.0,200.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l1,,,,,10.0,200.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l2,,,,,10.0,500.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l1,,,,,10.0,500.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l2,,,,,10.0,1000.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l1,,,,,10.0,1000.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l2,,,,,100.0,100.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l1,,,,,100.0,100.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l2,,,,,100.0,200.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l1,,,,,100.0,200.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l2,,,,,100.0,500.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l1,,,,,100.0,500.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l2,,,,,100.0,1000.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l1,,,,,100.0,1000.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l2,,,,,1000.0,100.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l1,,,,,1000.0,100.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l2,,,,,1000.0,200.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l1,,,,,1000.0,200.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l2,,,,,1000.0,500.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l1,,,,,1000.0,500.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l2,,,,,1000.0,1000.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l1,,,,,1000.0,1000.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l2,,,,,10000.0,100.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l1,,,,,10000.0,100.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l2,,,,,10000.0,200.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l1,,,,,10000.0,200.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l2,,,,,10000.0,500.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l1,,,,,10000.0,500.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l2,,,,,10000.0,1000.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,5%,LogisticRegression-l1,,,,,10000.0,1000.0,0.7566666666666667,0.6858407079646017
titanic_pca,10%,10%,KNN,3.0,uniform,,,,,0.8033333333333333,0.7168141592920354
titanic_pca,10%,10%,KNN,3.0,distance,,,,,0.97,0.7345132743362832
titanic_pca,10%,10%,KNN,5.0,uniform,,,,,0.77,0.7168141592920354
titanic_pca,10%,10%,KNN,5.0,distance,,,,,0.97,0.7300884955752213
titanic_pca,10%,10%,KNN,7.0,uniform,,,,,0.7466666666666667,0.7256637168141593
titanic_pca,10%,10%,KNN,7.0,distance,,,,,0.97,0.7345132743362832
titanic_pca,10%,10%,KNN,10.0,uniform,,,,,0.7322222222222222,0.7522123893805309
titanic_pca,10%,10%,KNN,10.0,distance,,,,,0.97,0.7389380530973452
titanic_pca,10%,10%,KNN,15.0,uniform,,,,,0.73,0.7522123893805309
titanic_pca,10%,10%,KNN,15.0,distance,,,,,0.97,0.7699115044247787
titanic_pca,10%,10%,KNN,20.0,uniform,,,,,0.7222222222222222,0.7345132743362832
titanic_pca,10%,10%,KNN,20.0,distance,,,,,0.97,0.7610619469026548
titanic_pca,10%,10%,DecisionTree-gini,,,3.0,2.0,,,0.7222222222222222,0.7256637168141593
titanic_pca,10%,10%,DecisionTree-entropy,,,3.0,2.0,,,0.7111111111111111,0.7433628318584071
titanic_pca,10%,10%,DecisionTree-gini,,,3.0,5.0,,,0.7222222222222222,0.7256637168141593
titanic_pca,10%,10%,DecisionTree-entropy,,,3.0,5.0,,,0.7111111111111111,0.7433628318584071
titanic_pca,10%,10%,DecisionTree-gini,,,3.0,10.0,,,0.7222222222222222,0.7256637168141593
titanic_pca,10%,10%,DecisionTree-entropy,,,3.0,10.0,,,0.7111111111111111,0.7433628318584071
titanic_pca,10%,10%,DecisionTree-gini,,,3.0,20.0,,,0.7222222222222222,0.7256637168141593
titanic_pca,10%,10%,DecisionTree-entropy,,,3.0,20.0,,,0.7111111111111111,0.7433628318584071
titanic_pca,10%,10%,DecisionTree-gini,,,5.0,2.0,,,0.7744444444444445,0.7477876106194691
titanic_pca,10%,10%,DecisionTree-entropy,,,5.0,2.0,,,0.7444444444444445,0.7699115044247787
titanic_pca,10%,10%,DecisionTree-gini,,,5.0,5.0,,,0.7744444444444445,0.7477876106194691
titanic_pca,10%,10%,DecisionTree-entropy,,,5.0,5.0,,,0.7444444444444445,0.7699115044247787
titanic_pca,10%,10%,DecisionTree-gini,,,5.0,10.0,,,0.77,0.7477876106194691
titanic_pca,10%,10%,DecisionTree-entropy,,,5.0,10.0,,,0.7444444444444445,0.7699115044247787
titanic_pca,10%,10%,DecisionTree-gini,,,5.0,20.0,,,0.7677777777777778,0.7477876106194691
titanic_pca,10%,10%,DecisionTree-entropy,,,5.0,20.0,,,0.7444444444444445,0.7699115044247787
titanic_pca,10%,10%,DecisionTree-gini,,,7.0,2.0,,,0.8466666666666667,0.7212389380530974
titanic_pca,10%,10%,DecisionTree-entropy,,,7.0,2.0,,,0.8033333333333333,0.7168141592920354
titanic_pca,10%,10%,DecisionTree-gini,,,7.0,5.0,,,0.8433333333333334,0.7212389380530974
titanic_pca,10%,10%,DecisionTree-entropy,,,7.0,5.0,,,0.8022222222222222,0.7168141592920354
titanic_pca,10%,10%,DecisionTree-gini,,,7.0,10.0,,,0.83,0.7079646017699115
titanic_pca,10%,10%,DecisionTree-entropy,,,7.0,10.0,,,0.7966666666666666,0.7123893805309734
titanic_pca,10%,10%,DecisionTree-gini,,,7.0,20.0,,,0.8122222222222222,0.7345132743362832
titanic_pca,10%,10%,DecisionTree-entropy,,,7.0,20.0,,,0.7855555555555556,0.7300884955752213
titanic_pca,10%,10%,DecisionTree-gini,,,10.0,2.0,,,0.9166666666666666,0.7389380530973452
titanic_pca,10%,10%,DecisionTree-entropy,,,10.0,2.0,,,0.8811111111111111,0.7212389380530974
titanic_pca,10%,10%,DecisionTree-gini,,,10.0,5.0,,,0.9,0.7212389380530974
titanic_pca,10%,10%,DecisionTree-entropy,,,10.0,5.0,,,0.8755555555555555,0.7123893805309734
titanic_pca,10%,10%,DecisionTree-gini,,,10.0,10.0,,,0.8688888888888889,0.7256637168141593
titanic_pca,10%,10%,DecisionTree-entropy,,,10.0,10.0,,,0.8577777777777778,0.6991150442477876
titanic_pca,10%,10%,DecisionTree-gini,,,10.0,20.0,,,0.8255555555555556,0.7389380530973452
titanic_pca,10%,10%,DecisionTree-entropy,,,10.0,20.0,,,0.8155555555555556,0.7212389380530974
titanic_pca,10%,10%,DecisionTree-gini,,,15.0,2.0,,,0.9588888888888889,0.7079646017699115
titanic_pca,10%,10%,DecisionTree-entropy,,,15.0,2.0,,,0.95,0.6769911504424779
titanic_pca,10%,10%,DecisionTree-gini,,,15.0,5.0,,,0.9266666666666666,0.7168141592920354
titanic_pca,10%,10%,DecisionTree-entropy,,,15.0,5.0,,,0.9333333333333333,0.6946902654867256
titanic_pca,10%,10%,DecisionTree-gini,,,15.0,10.0,,,0.8866666666666667,0.7168141592920354
titanic_pca,10%,10%,DecisionTree-entropy,,,15.0,10.0,,,0.8955555555555555,0.6902654867256637
titanic_pca,10%,10%,DecisionTree-gini,,,15.0,20.0,,,0.8344444444444444,0.7345132743362832
titanic_pca,10%,10%,DecisionTree-entropy,,,15.0,20.0,,,0.8344444444444444,0.7168141592920354
titanic_pca,10%,10%,DecisionTree-gini,,,20.0,2.0,,,0.9688888888888889,0.7300884955752213
titanic_pca,10%,10%,DecisionTree-entropy,,,20.0,2.0,,,0.9677777777777777,0.6946902654867256
titanic_pca,10%,10%,DecisionTree-gini,,,20.0,5.0,,,0.9333333333333333,0.7300884955752213
titanic_pca,10%,10%,DecisionTree-entropy,,,20.0,5.0,,,0.9466666666666667,0.7079646017699115
titanic_pca,10%,10%,DecisionTree-gini,,,20.0,10.0,,,0.8944444444444445,0.7168141592920354
titanic_pca,10%,10%,DecisionTree-entropy,,,20.0,10.0,,,0.9055555555555556,0.6902654867256637
titanic_pca,10%,10%,DecisionTree-gini,,,20.0,20.0,,,0.84,0.7345132743362832
titanic_pca,10%,10%,DecisionTree-entropy,,,20.0,20.0,,,0.8422222222222222,0.7168141592920354
titanic_pca,10%,10%,DecisionTree-gini,,,,2.0,,,0.97,0.7256637168141593
titanic_pca,10%,10%,DecisionTree-entropy,,,,2.0,,,0.97,0.6946902654867256
titanic_pca,10%,10%,DecisionTree-gini,,,,5.0,,,0.9366666666666666,0.7300884955752213
titanic_pca,10%,10%,DecisionTree-entropy,,,,5.0,,,0.9488888888888889,0.7035398230088495
titanic_pca,10%,10%,DecisionTree-gini,,,,10.0,,,0.8966666666666666,0.7168141592920354
titanic_pca,10%,10%,DecisionTree-entropy,,,,10.0,,,0.9055555555555556,0.6902654867256637
titanic_pca,10%,10%,DecisionTree-gini,,,,20.0,,,0.84,0.7345132743362832
titanic_pca,10%,10%,DecisionTree-entropy,,,,20.0,,,0.8422222222222222,0.7168141592920354
titanic_pca,10%,10%,LogisticRegression-l2,,,,,0.001,100.0,0.6,0.6017699115044248
titanic_pca,10%,10%,LogisticRegression-l1,,,,,0.001,100.0,0.5777777777777777,0.5796460176991151
titanic_pca,10%,10%,LogisticRegression-l2,,,,,0.001,200.0,0.6,0.6017699115044248
titanic_pca,10%,10%,LogisticRegression-l1,,,,,0.001,200.0,0.5777777777777777,0.5796460176991151
titanic_pca,10%,10%,LogisticRegression-l2,,,,,0.001,500.0,0.6,0.6017699115044248
titanic_pca,10%,10%,LogisticRegression-l1,,,,,0.001,500.0,0.5777777777777777,0.5796460176991151
titanic_pca,10%,10%,LogisticRegression-l2,,,,,0.001,1000.0,0.6,0.6017699115044248
titanic_pca,10%,10%,LogisticRegression-l1,,,,,0.001,1000.0,0.5777777777777777,0.5796460176991151
titanic_pca,10%,10%,LogisticRegression-l2,,,,,0.01,100.0,0.7088888888888889,0.7212389380530974
titanic_pca,10%,10%,LogisticRegression-l1,,,,,0.01,100.0,0.6844444444444444,0.7256637168141593
titanic_pca,10%,10%,LogisticRegression-l2,,,,,0.01,200.0,0.7088888888888889,0.7212389380530974
titanic_pca,10%,10%,LogisticRegression-l1,,,,,0.01,200.0,0.6844444444444444,0.7256637168141593
titanic_pca,10%,10%,LogisticRegression-l2,,,,,0.01,500.0,0.7088888888888889,0.7212389380530974
titanic_pca,10%,10%,LogisticRegression-l1,,,,,0.01,500.0,0.6844444444444444,0.7256637168141593
titanic_pca,10%,10%,LogisticRegression-l2,,,,,0.01,1000.0,0.7088888888888889,0.7212389380530974
titanic_pca,10%,10%,LogisticRegression-l1,,,,,0.01,1000.0,0.6844444444444444,0.7256637168141593
titanic_pca,10%,10%,LogisticRegression-l2,,,,,0.1,100.0,0.6944444444444444,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l1,,,,,0.1,100.0,0.6988888888888889,0.7212389380530974
titanic_pca,10%,10%,LogisticRegression-l2,,,,,0.1,200.0,0.6944444444444444,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l1,,,,,0.1,200.0,0.6988888888888889,0.7212389380530974
titanic_pca,10%,10%,LogisticRegression-l2,,,,,0.1,500.0,0.6944444444444444,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l1,,,,,0.1,500.0,0.6988888888888889,0.7212389380530974
titanic_pca,10%,10%,LogisticRegression-l2,,,,,0.1,1000.0,0.6944444444444444,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l1,,,,,0.1,1000.0,0.6988888888888889,0.7212389380530974
titanic_pca,10%,10%,LogisticRegression-l2,,,,,1.0,100.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l1,,,,,1.0,100.0,0.6944444444444444,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l2,,,,,1.0,200.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l1,,,,,1.0,200.0,0.6944444444444444,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l2,,,,,1.0,500.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l1,,,,,1.0,500.0,0.6944444444444444,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l2,,,,,1.0,1000.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l1,,,,,1.0,1000.0,0.6944444444444444,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l2,,,,,10.0,100.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l1,,,,,10.0,100.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l2,,,,,10.0,200.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l1,,,,,10.0,200.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l2,,,,,10.0,500.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l1,,,,,10.0,500.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l2,,,,,10.0,1000.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l1,,,,,10.0,1000.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l2,,,,,100.0,100.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l1,,,,,100.0,100.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l2,,,,,100.0,200.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l1,,,,,100.0,200.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l2,,,,,100.0,500.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l1,,,,,100.0,500.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l2,,,,,100.0,1000.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l1,,,,,100.0,1000.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l2,,,,,1000.0,100.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l1,,,,,1000.0,100.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l2,,,,,1000.0,200.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l1,,,,,1000.0,200.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l2,,,,,1000.0,500.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l1,,,,,1000.0,500.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l2,,,,,1000.0,1000.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l1,,,,,1000.0,1000.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l2,,,,,10000.0,100.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l1,,,,,10000.0,100.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l2,,,,,10000.0,200.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l1,,,,,10000.0,200.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l2,,,,,10000.0,500.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l1,,,,,10000.0,500.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l2,,,,,10000.0,1000.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,10%,LogisticRegression-l1,,,,,10000.0,1000.0,0.6955555555555556,0.7300884955752213
titanic_pca,10%,15%,KNN,3.0,uniform,,,,,0.8122222222222222,0.6504424778761062
titanic_pca,10%,15%,KNN,3.0,distance,,,,,0.9766666666666667,0.6283185840707964
titanic_pca,10%,15%,KNN,5.0,uniform,,,,,0.7811111111111111,0.6991150442477876
titanic_pca,10%,15%,KNN,5.0,distance,,,,,0.9766666666666667,0.6371681415929203
titanic_pca,10%,15%,KNN,7.0,uniform,,,,,0.7622222222222222,0.6637168141592921
titanic_pca,10%,15%,KNN,7.0,distance,,,,,0.9766666666666667,0.6150442477876106
titanic_pca,10%,15%,KNN,10.0,uniform,,,,,0.7444444444444445,0.6902654867256637
titanic_pca,10%,15%,KNN,10.0,distance,,,,,0.9766666666666667,0.6327433628318584
titanic_pca,10%,15%,KNN,15.0,uniform,,,,,0.7333333333333333,0.6769911504424779
titanic_pca,10%,15%,KNN,15.0,distance,,,,,0.9766666666666667,0.6327433628318584
titanic_pca,10%,15%,KNN,20.0,uniform,,,,,0.7311111111111112,0.6858407079646017
titanic_pca,10%,15%,KNN,20.0,distance,,,,,0.9766666666666667,0.6415929203539823
titanic_pca,10%,15%,DecisionTree-gini,,,3.0,2.0,,,0.7177777777777777,0.7256637168141593
titanic_pca,10%,15%,DecisionTree-entropy,,,3.0,2.0,,,0.7066666666666667,0.7168141592920354
titanic_pca,10%,15%,DecisionTree-gini,,,3.0,5.0,,,0.7177777777777777,0.7256637168141593
titanic_pca,10%,15%,DecisionTree-entropy,,,3.0,5.0,,,0.7066666666666667,0.7168141592920354
titanic_pca,10%,15%,DecisionTree-gini,,,3.0,10.0,,,0.7177777777777777,0.7256637168141593
titanic_pca,10%,15%,DecisionTree-entropy,,,3.0,10.0,,,0.7066666666666667,0.7168141592920354
titanic_pca,10%,15%,DecisionTree-gini,,,3.0,20.0,,,0.7177777777777777,0.7256637168141593
titanic_pca,10%,15%,DecisionTree-entropy,,,3.0,20.0,,,0.7066666666666667,0.7168141592920354
titanic_pca,10%,15%,DecisionTree-gini,,,5.0,2.0,,,0.7733333333333333,0.7079646017699115
titanic_pca,10%,15%,DecisionTree-entropy,,,5.0,2.0,,,0.77,0.6858407079646017
titanic_pca,10%,15%,DecisionTree-gini,,,5.0,5.0,,,0.7733333333333333,0.7079646017699115
titanic_pca,10%,15%,DecisionTree-entropy,,,5.0,5.0,,,0.77,0.6858407079646017
titanic_pca,10%,15%,DecisionTree-gini,,,5.0,10.0,,,0.7688888888888888,0.7079646017699115
titanic_pca,10%,15%,DecisionTree-entropy,,,5.0,10.0,,,0.7666666666666667,0.6858407079646017
titanic_pca,10%,15%,DecisionTree-gini,,,5.0,20.0,,,0.7611111111111111,0.6902654867256637
titanic_pca,10%,15%,DecisionTree-entropy,,,5.0,20.0,,,0.7633333333333333,0.6858407079646017
titanic_pca,10%,15%,DecisionTree-gini,,,7.0,2.0,,,0.8177777777777778,0.6991150442477876
titanic_pca,10%,15%,DecisionTree-entropy,,,7.0,2.0,,,0.8177777777777778,0.672566371681416
titanic_pca,10%,15%,DecisionTree-gini,,,7.0,5.0,,,0.8133333333333334,0.6991150442477876
titanic_pca,10%,15%,DecisionTree-entropy,,,7.0,5.0,,,0.8111111111111111,0.672566371681416
titanic_pca,10%,15%,DecisionTree-gini,,,7.0,10.0,,,0.8033333333333333,0.6991150442477876
titanic_pca,10%,15%,DecisionTree-entropy,,,7.0,10.0,,,0.8044444444444444,0.672566371681416
titanic_pca,10%,15%,DecisionTree-gini,,,7.0,20.0,,,0.7922222222222223,0.6769911504424779
titanic_pca,10%,15%,DecisionTree-entropy,,,7.0,20.0,,,0.7933333333333333,0.672566371681416
titanic_pca,10%,15%,DecisionTree-gini,,,10.0,2.0,,,0.8811111111111111,0.6814159292035398
titanic_pca,10%,15%,DecisionTree-entropy,,,10.0,2.0,,,0.8655555555555555,0.6858407079646017
titanic_pca,10%,15%,DecisionTree-gini,,,10.0,5.0,,,0.8755555555555555,0.6592920353982301
titanic_pca,10%,15%,DecisionTree-entropy,,,10.0,5.0,,,0.8544444444444445,0.6946902654867256
titanic_pca,10%,15%,DecisionTree-gini,,,10.0,10.0,,,0.8511111111111112,0.6548672566371682
titanic_pca,10%,15%,DecisionTree-entropy,,,10.0,10.0,,,0.8388888888888889,0.6769911504424779
titanic_pca,10%,15%,DecisionTree-gini,,,10.0,20.0,,,0.8255555555555556,0.6150442477876106
titanic_pca,10%,15%,DecisionTree-entropy,,,10.0,20.0,,,0.8211111111111111,0.672566371681416
titanic_pca,10%,15%,DecisionTree-gini,,,15.0,2.0,,,0.9588888888888889,0.6061946902654868
titanic_pca,10%,15%,DecisionTree-entropy,,,15.0,2.0,,,0.9433333333333334,0.6460176991150443
titanic_pca,10%,15%,DecisionTree-gini,,,15.0,5.0,,,0.94,0.6150442477876106
titanic_pca,10%,15%,DecisionTree-entropy,,,15.0,5.0,,,0.9211111111111111,0.6548672566371682
titanic_pca,10%,15%,DecisionTree-gini,,,15.0,10.0,,,0.8922222222222222,0.6061946902654868
titanic_pca,10%,15%,DecisionTree-entropy,,,15.0,10.0,,,0.8888888888888888,0.6283185840707964
titanic_pca,10%,15%,DecisionTree-gini,,,15.0,20.0,,,0.8422222222222222,0.6150442477876106
titanic_pca,10%,15%,DecisionTree-entropy,,,15.0,20.0,,,0.8488888888888889,0.6371681415929203
titanic_pca,10%,15%,DecisionTree-gini,,,20.0,2.0,,,0.9755555555555555,0.6106194690265486
titanic_pca,10%,15%,DecisionTree-entropy,,,20.0,2.0,,,0.9688888888888889,0.6238938053097345
titanic_pca,10%,15%,DecisionTree-gini,,,20.0,5.0,,,0.9522222222222222,0.588495575221239
titanic_pca,10%,15%,DecisionTree-entropy,,,20.0,5.0,,,0.9388888888888889,0.6327433628318584
titanic_pca,10%,15%,DecisionTree-gini,,,20.0,10.0,,,0.9022222222222223,0.6017699115044248
titanic_pca,10%,15%,DecisionTree-entropy,,,20.0,10.0,,,0.9044444444444445,0.6106194690265486
titanic_pca,10%,15%,DecisionTree-gini,,,20.0,20.0,,,0.85,0.6061946902654868
titanic_pca,10%,15%,DecisionTree-entropy,,,20.0,20.0,,,0.8522222222222222,0.6327433628318584
titanic_pca,10%,15%,DecisionTree-gini,,,,2.0,,,0.9766666666666667,0.588495575221239
